BV号：BV1P741177xN
标题：BV1P741177xN
链接：https://www.bilibili.com/video/BV1P741177xN
识别语言：zh
语言置信度：1
分段数：2474
生成时间：2026-04-04 02:49:43

[00:00:00 - 00:00:03] 哈喽大家好
[01:10:10 - 01:10:12] 知道吧,要选哪个不选哪个
[01:10:12 - 01:10:14] 对吧,要选哪个不选哪个
[01:10:14 - 01:10:16] 对吧,然后第二,专业该怎么选?
[01:10:17 - 01:10:18] 专业该怎么选?
[01:10:19 - 01:10:20] 我要上什么专业?
[01:10:21 - 01:10:22] 我要上什么专业?
[01:10:22 - 01:10:26] 其实很多同学说老师,我现在我上这个专业,怎么怎么回事啊?
[01:10:27 - 01:10:31] 你看你们,我问个问题,我保证会刷屏,你们都要上什么专业?
[01:10:31 - 01:10:34] 来,告诉我,你想上什么专业?
[01:10:34 - 01:10:39] 你在这个周围间大同宣布的专业90%以上的可能性就是你最后上的专业,来吧!
[01:10:39 - 01:10:41] 我看你们都要上什么专业?
[01:10:44 - 01:10:47] 我已经超时了,直播到八点
[01:10:47 - 01:10:51] 但是我这个人就是这样,一旦讲起课来,我就不想下课啊
[01:11:01 - 01:11:01] 我知道
[01:11:02 - 01:11:08] 真的我这个人就是这样,一旦上起课来,我就不太想下课
[01:11:08 - 01:11:10] 我就特别想跟你们去
[01:11:10 - 01:11:13] 想一股脑的把我知道的事都告诉你们
[01:11:14 - 01:11:16] 但是这个事又不太可能
[01:11:17 - 01:11:18] 你看啊
[01:11:18 - 01:11:20] 报了各种各样的专业
[01:11:20 - 01:11:23] 刚才呢我说的
[01:11:23 - 01:11:26] 只是一个美好的祝愿
[01:11:26 - 01:11:29] 你现在刷的一个专业
[01:11:29 - 01:11:31] 将来你一定能上啊
[01:11:31 - 01:11:33] 对于非
[01:11:33 - 01:11:36] 对于非山东河浙江的考证来讲
[01:11:36 - 01:11:39] 这个话只是一个美好的祝愿
[01:11:39 - 01:11:41] 为什么
[01:11:41 - 01:11:43] 为什么呢
[01:11:43 - 01:11:45] 因为你会发现啊
[01:11:45 - 01:11:47] 一个学校
[01:11:47 - 01:11:51] 在你们省招收你那个专业的招生人数
[01:11:52 - 01:11:55] 基本上不会超过5个
[01:11:58 - 01:12:05] 一个学校在你们省你那个专业的招生人数基本上不会超过5个
[01:12:06 - 01:12:09] 除非说你报的是本省或临省的学校
[01:12:10 - 01:12:12] 除非说你报的是本省或临省的学校
[01:12:13 - 01:12:19] 否则那个学校在你们省那个专业的招生人数基本上不会超过5个
[01:12:19 - 01:12:23] 大家说对不对啊,对吧?
[01:12:23 - 01:12:30] 如果不是本省或林省的话,那个省在你们省招生的人数,那个专业招生的人数,基本上不会超过五个。
[01:12:30 - 01:12:42] 那也就是说,你说老师我现在我想上这个专业,很有可能就要在学校的这个问题上吃很大的亏。
[01:12:42 - 01:12:46] 你很可能会在你想上专业的这个这个
[01:12:47 - 01:12:49] 吃很大的亏
[01:12:49 - 01:12:54] 那那就会最好有一个什么办法呢就是相关专业或者相关学院的解决办法
[01:12:54 - 01:12:59] 那么以后我在直播当中包括说我的课上也会给大家讲说什么叫做相关专业
[01:13:01 - 01:13:02] 什么叫做相关专业
[01:13:03 - 01:13:05] 你上这个专业其实跟上那个专业是一样的
[01:13:07 - 01:13:09] 那你上这个专业跟上那个专业其实是一样的
[01:13:10 - 01:13:12] 这叫相关专业
[01:13:12 - 01:13:17] 还有什么呢,还有同学院专业
[01:13:17 - 01:13:19] 就大家你要知道啊,就是在我们上大学的时候呢
[01:13:19 - 01:13:21] 有一个大学有一个专业
[01:13:21 - 01:13:24] 但其实在大学和学院
[01:13:24 - 01:13:25] 在大学和专业之间
[01:13:25 - 01:13:27] 还有一个单位叫做学院
[01:13:28 - 01:13:30] 在大学和专业之间
[01:13:30 - 01:13:32] 还有一个单位叫做学院
[01:13:32 - 01:13:34] 这一个学院呢
[01:13:34 - 01:13:36] 有这么四五个专业
[01:13:36 - 01:13:41] 那么这四五个专业都是相关专业
[01:13:41 - 01:13:44] 所以说大家你们在报支院的时候
[01:13:44 - 01:13:46] 我真的建议大家报支院的时候
[01:13:46 - 01:13:47] 你们该怎么报啊
[01:13:47 - 01:13:49] 你们现在报支院的时候是什么样
[01:13:50 - 01:13:53] 是这样子是A学校
[01:13:53 - 01:13:57] 然后的话一专业二专业三专业四专业五专业
[01:13:57 - 01:14:00] 六专业七专业八专业九专业十专业
[01:14:01 - 01:14:03] 你们现在报支院的时候
[01:14:03 - 01:14:04] 基本上看到的是这个对吧
[01:14:04 - 01:14:05] 有这么一个学校A
[01:14:05 - 01:14:08] 他有十个专业一二三四五六七八九
[01:14:08 - 01:14:09] 但实际上
[01:14:09 - 01:14:11] 然后的话你会发现
[01:14:11 - 01:14:12] 这一专业
[01:14:12 - 01:14:13] 一专业
[01:14:13 - 01:14:15] 他的陆徐卫斯是多少多少名
[01:14:15 - 01:14:17] 然后第二个专业陆徐卫斯是多少多少名
[01:14:17 - 01:14:18] 第三个专业陆徐卫斯是多少多少名
[01:14:18 - 01:14:19] 对不对
[01:14:20 - 01:14:20] 对不对
[01:14:20 - 01:14:21] 你们现在是这样的对吧
[01:14:21 - 01:14:23] 但实际上我建议大家怎么样的
[01:14:23 - 01:14:25] 我建议大家在报好志愿的时候
[01:14:25 - 01:14:26] 你在天报志愿的时候
[01:14:26 - 01:14:27] 一定怎么样
[01:14:27 - 01:14:29] 把学院给加上
[01:14:30 - 01:14:31] 给学院给加上
[01:14:31 - 01:14:32] 比如说
[01:14:33 - 01:14:34] 你会发现这10个专业
[01:14:34 - 01:14:36] 其实隶属于这个学校的4个学院
[01:14:37 - 01:14:39] 说假学院
[01:14:39 - 01:14:42] 他包含專業1專業2專業3
[01:14:42 - 01:14:43] 那麼你最好是
[01:14:43 - 01:14:47] 這樣的把這個表格畫成這個樣子
[01:14:47 - 01:14:50] 我現在給你簡單的畫一下
[01:14:50 - 01:14:53] 簡單給你畫一下
[01:14:53 - 01:15:02] 最好你是這樣的
[01:15:02 - 01:15:02] 你看
[01:15:02 - 01:15:05] 假學院包含專業1專業2專業3
[01:15:05 - 01:15:06] 專業1是多少位次
[01:15:06 - 01:15:06] 專業2多少位次
[01:15:06 - 01:15:07] 專業3多少位次
[01:15:07 - 01:15:09] 醫學院
[01:15:09 - 01:15:11] 他包含三個專業
[01:15:11 - 01:15:12] 專業40多少位次
[01:15:12 - 01:15:13] 專業5多少位次
[01:15:13 - 01:15:14] 專業6多少位次
[01:15:14 - 01:15:15] 餅學院
[01:15:15 - 01:15:17] 他就招了兩個專業
[01:15:17 - 01:15:18] 第七专业第八专业
[01:15:18 - 01:15:20] 那专业七十多少位子
[01:15:20 - 01:15:21] 专业八多少位子
[01:15:21 - 01:15:23] 但实际上这些专业都是相关专业
[01:15:23 - 01:15:24] 你说老师
[01:15:24 - 01:15:25] 我想上这个专业一
[01:15:25 - 01:15:27] 我考不上
[01:15:27 - 01:15:28] 没关系
[01:15:28 - 01:15:31] 专业三跟专业一是同一个学院
[01:15:31 - 01:15:35] 说明这两个专业是相关专业
[01:15:35 - 01:15:38] 你在转专业的时候都会很容易
[01:15:39 - 01:15:43] 大家理解了吗
[01:15:43 - 01:15:43] 大家理解了吗
[01:15:45 - 01:15:49] 大家理解了吗
[01:15:49 - 01:15:49] 哎
[01:15:49 - 01:15:51] 所以说这个就就很有意思啊
[01:15:51 - 01:15:52] 这个意思就很有意思
[01:15:52 - 01:15:53] 然后的话呢
[01:15:53 - 01:15:54] 加油就是什么呢
[01:15:54 - 01:15:56] 大家可能比较头疼的一个问题就是
[01:15:56 - 01:15:59] 实际上我们最后在不管是96个职员还是80个职员
[01:15:59 - 01:16:01] 还是说老高考这么报职员
[01:16:01 - 01:16:02] 好
[01:16:02 - 01:16:03] 一个是这个学校怎么选
[01:16:03 - 01:16:04] 再一个呢
[01:16:04 - 01:16:09] 就是在地区和学校和专业之间
[01:16:09 - 01:16:10] 你该怎么平衡
[01:16:11 - 01:16:13] 你该怎么平衡
[01:16:13 - 01:16:17] 在地区学校和专业之间
[01:16:17 - 01:16:18] 你该怎么平衡
[01:16:18 - 01:16:26] 比如说你是要报北京的学校吗?上海的学校吗?还是要报湖北的学校吗?
[01:16:26 - 01:16:29] 像今年就一个很大的问题
[01:16:29 - 01:16:37] 你们觉得今年湖北省的高校分会升还是会降?还是保持不变?
[01:16:37 - 01:16:41] 这个疫情最后对于湖北省高校不会没有任何影响的
[01:16:41 - 01:16:42] 这一定是有影响的
[01:16:42 - 01:16:45] 他一定是有影響的
[01:16:45 - 01:16:50] 湖北省高校的分会怎么变
[01:16:50 - 01:16:54] 湖北省的高校会怎么变
[01:16:54 - 01:17:00] 湖北省的高校会怎么变
[01:17:00 - 01:17:06] 我个人觉得
[01:17:06 - 01:17:10] 我觉得湖北省的高校
[01:17:10 - 01:17:12] 今年在全国所有省份
[01:17:12 - 01:17:14] 分都会比网言要
[01:17:14 - 01:17:16] 就是归归曲的位次
[01:17:16 - 01:17:17] 我们现在说位次其实是最准确的
[01:17:17 - 01:17:20] 未次可能会稍微低一点
[01:17:20 - 01:17:21] 可能会稍微低一点
[01:17:21 - 01:17:22] 但不会低太多
[01:17:22 - 01:17:25] 就是试金子在什么时候在哪里都会发光
[01:17:25 - 01:17:26] 知道吗
[01:17:26 - 01:17:29] 但是他可能会比往年稍微录取未次稍微低一点
[01:17:29 - 01:17:31] 你这个疫情对他不可能没有任何影响的
[01:17:31 - 01:17:32] 真的
[01:17:32 - 01:17:33] 不可能没有任何影响的
[01:17:33 - 01:17:34] 一定是这样的
[01:17:34 - 01:17:37] 你肯定还会降一些
[01:17:37 - 01:17:38] 肯定还会降一些
[01:17:38 - 01:17:41] 但是你说降多少这个谁都不好说
[01:17:41 - 01:17:42] 降多少谁都不好说
[01:17:42 - 01:17:43] 但是他肯定是有影响的
[01:17:43 - 01:17:44] 肯定是有影响的
[01:17:44 - 01:17:50] 你说地区重要不重要,太重要了,地区太重要了。
[01:17:50 - 01:17:55] 上大学就是上什么,就是长见识,真的。
[01:17:55 - 01:17:57] 上大学就是长见识。
[01:17:57 - 01:18:02] 等你们上了大学以后,你会发现,那些在一线城市回来的孩子,
[01:18:02 - 01:18:08] 何在二线城市回来的孩子,何在普通城市回来的孩子,
[01:18:08 - 01:18:15] 上了大学以后,大家说的话,谈论的话题,建设过的东西完全不一样,真的。
[01:18:15 - 01:18:17] 真的,你信不?
[01:18:17 - 01:18:20] 你信不?
[01:18:20 - 01:18:27] 真的,你在大城市见识到的东西和你在小城市见识到的东西它不一样,
[01:18:27 - 01:18:29] 真不一样,
[01:18:29 - 01:18:32] 所以说的话,
[01:18:32 - 01:18:35] 真的就不一样,
[01:18:35 - 01:18:36] 然后呢,
[01:18:36 - 01:18:38] 那你说学校重要不重要?
[01:18:38 - 01:18:40] 221重要不重要,
[01:18:40 - 01:18:41] 太重要了,
[01:18:41 - 01:18:43] 221重要不重要,
[01:18:43 - 01:18:44] 太重要了,
[01:18:44 - 01:18:46] 有的人说老师,
[01:18:46 - 01:18:49] 我觉得有的221还不如非221好呢
[01:18:49 - 01:18:50] 是不是这样的
[01:18:50 - 01:18:53] 是很多221其实还不如非221好呢
[01:18:53 - 01:18:54] 确实是
[01:18:55 - 01:18:57] 但是221重要不重要
[01:18:57 - 01:18:58] 也很重要
[01:18:59 - 01:19:00] 如果你想保研
[01:19:02 - 01:19:03] 如果你想保送研究生
[01:19:04 - 01:19:08] 如果你想出国去读一些超级依留的知名高校
[01:19:09 - 01:19:12] 如果说你想在北京和上海落户
[01:19:14 - 01:19:16] 那221就太重要了
[01:19:16 - 01:19:17] 太重要了
[01:19:18 - 01:19:21] 你非二二要再好
[01:19:22 - 01:19:24] 在有些事上你是不行的
[01:19:24 - 01:19:25] 比如像保盐
[01:19:26 - 01:19:29] 你不行的你去说再好没有意义
[01:19:29 - 01:19:29] 知道吗
[01:19:30 - 01:19:30] 没有意义
[01:19:31 - 01:19:33] 所以说你说的重要不重要也重要
[01:19:34 - 01:19:36] 那也重要有重要的度啊
[01:19:37 - 01:19:40] 对本教授那普通二二要很多对不对
[01:19:40 - 01:19:43] 比如说很多好点的二二要比较好的二二要
[01:19:44 - 01:19:45] 像郑州大学
[01:19:45 - 01:19:48] 郑州大学云南大学这都是比较好的二二要
[01:19:48 - 01:19:50] 为什么人家都已经升到双一流了
[01:19:50 - 01:19:52] 人家都已经升到双一流了
[01:19:52 - 01:19:53] 对不对
[01:19:53 - 01:19:56] 那可能在大家印象当中没有那么好的二二一
[01:19:56 - 01:19:59] 像东北林业大学
[01:19:59 - 01:20:02] 东北林业大学
[01:20:02 - 01:20:05] 那可能在所有的二二一共同大学里边
[01:20:05 - 01:20:07] 没有那么好
[01:20:07 - 01:20:10] 那如果说你报东北林业大学建成二二一
[01:20:10 - 01:20:11] 你上不上
[01:20:12 - 01:20:15] 那东北林业大学最起码还得省会
[01:20:15 - 01:20:17] 那盐边大学呢
[01:20:19 - 01:20:21] 那严边大学呢他也是二二一
[01:20:23 - 01:20:24] 宁夏大学呢
[01:20:26 - 01:20:26] 他也是二一
[01:20:28 - 01:20:29] 青海大学呢
[01:20:31 - 01:20:32] 他也是二二一
[01:20:33 - 01:20:36] 那你要是只能上这些二二一的话
[01:20:37 - 01:20:37] 你还上不上
[01:20:39 - 01:20:40] 对吧
[01:20:40 - 01:20:42] 那是个问题啊
[01:20:42 - 01:20:43] 对吧是个问题啊
[01:20:44 - 01:20:47] 没有那么好没说的不好啊对吧
[01:20:47 - 01:20:50] 专业重要不重要,太重要了
[01:20:50 - 01:20:52] 专业太重要了
[01:20:52 - 01:20:56] 我们学习是要有兴趣的,对不对
[01:20:56 - 01:20:59] 我都不想学,我不爱学,你让我怎么学
[01:20:59 - 01:21:04] 对吗,我不想学,不爱学,你让我怎么学
[01:21:04 - 01:21:05] 就像你们在B站
[01:21:05 - 01:21:07] 看日漫
[01:21:07 - 01:21:10] 很多人为了看日漫,把日语学会了
[01:21:10 - 01:21:11] 对吧
[01:21:11 - 01:21:13] 那你这上点说理先
[01:21:13 - 01:21:28] 对吧,你说专业重要不重要,兴趣重要不重要,太重要了呀,我对这个专业我都不感兴趣,那我还怎么选,没法选,对不对,没法选,那这个东西重要不重要,太重要了,太重要了。
[01:21:28 - 01:21:42] 那你说谁更重要呢?那你说专业,学校和地区谁更重要呢?那我到底该怎么选呢?啊这都是问题,包括专业和专业之间的差别。
[01:21:42 - 01:21:45] 你以为学这个专业就一定是干那个的吗?不一定
[01:21:46 - 01:21:47] 真不一定
[01:21:49 - 01:21:50] 知道吧
[01:21:50 - 01:21:53] 学某一个专业一定是干什么的吗?不一定
[01:21:55 - 01:21:56] 学机械是干嘛的
[01:21:56 - 01:21:59] 来,学机械是干嘛的,你们觉得学机械是干嘛的
[01:22:00 - 01:22:02] 你们觉得学机械是干嘛的
[01:22:04 - 01:22:05] 你们觉得学机械是干嘛的
[01:22:07 - 01:22:08] 学机械是干嘛的
[01:22:10 - 01:22:11] 机械师,共同师
[01:22:11 - 01:22:14] 太多了,你这个太笼统了
[01:22:14 - 01:22:17] 太笼统了,学机械是干嘛的
[01:22:17 - 01:22:21] 修车,工厂,不一定啊,这都不一定
[01:22:21 - 01:22:23] 有个意思啊,修表,修表
[01:22:24 - 01:22:26] 没那么细啊,没那么细的
[01:22:26 - 01:22:29] 然后的话呢,学机械,我咱们随便给大家举几个例子啊
[01:22:29 - 01:22:31] 比如说,机械
[01:22:31 - 01:22:33] 飞机是不是机械?
[01:22:34 - 01:22:36] 飞机是不是机械?
[01:22:37 - 01:22:38] 飞机是机械?
[01:22:38 - 01:22:41] 飞机是机械,我第一次坐飞机的时候,我觉得人类真伟大
[01:22:41 - 01:22:48] 人类太伟大了,人类居然可以把一些大铁片子汗不汗不结不结不
[01:22:48 - 01:22:51] 扔到天上去,还能飞,还能飞那么长时间
[01:22:51 - 01:22:54] 我做过最远的一次飞机,从上海普通机场干到
[01:22:54 - 01:22:55] 西班牙,巴塞罗那
[01:22:56 - 01:22:58] 十几个小时,一个飞机就干过去
[01:22:58 - 01:23:02] 我觉得人类真的太伟大了,简直伟大飞了
[01:23:02 - 01:23:04] 伟大都飞了,对吧,后来伟大飞了
[01:23:04 - 01:23:06] 那你会发现有一些学校的机械呢
[01:23:07 - 01:23:09] 有一些学校的机械呢就
[01:23:09 - 01:23:09] 就是
[01:23:10 - 01:23:11] 飞机这个方向
[01:23:11 - 01:23:13] 航空啪动机
[01:23:13 - 01:23:18] 比如像你在中国你会发现有一批大学叫什么什么航空航天大学
[01:23:18 - 01:23:21] 那么这些大学的机械就是跟飞机是有关系的
[01:23:21 - 01:23:25] 比如像北航啊南航啊省航啊南航航空啊
[01:23:26 - 01:23:32] 像西北工业大学啊像这些都是跟飞机的机械是有关系的
[01:23:32 - 01:23:32] 对吧
[01:23:33 - 01:23:35] 那你说汽车是不是机械呢
[01:23:35 - 01:23:37] 汽车是不是机械呢
[01:23:37 - 01:23:39] 汽车是我们最熟悉的机械装置了
[01:23:39 - 01:23:39] 对吧
[01:23:39 - 01:23:41] 汽车是我们最熟悉的机械装置了
[01:23:41 - 01:23:45] 比如说,我不知道大家有没有特别喜欢
[01:23:45 - 01:23:47] 特别喜欢各种杠的车
[01:23:47 - 01:23:50] 我这人虽然不会开车,但是我很喜欢看
[01:23:50 - 01:23:51] FE方程式的比赛
[01:23:51 - 01:23:53] 然后包括看各种杠的车
[01:23:53 - 01:23:54] 因为有的车设计的真的很漂亮
[01:23:54 - 01:23:57] 比如说,特斯拉最近新出了一款那个皮卡
[01:23:57 - 01:24:00] 特斯拉皮卡那个太牛了
[01:24:00 - 01:24:02] 这些设计感太牛了简直
[01:24:02 - 01:24:04] 真的非常非常的厉害
[01:24:04 - 01:24:06] 车是不是机械的事
[01:24:06 - 01:24:07] 那有的学校呢
[01:24:07 - 01:24:09] 它的机械就是玩汽车的
[01:24:09 - 01:24:10] 比如像同机啊
[01:24:10 - 01:24:11] 比如像吉大呀
[01:24:11 - 01:24:13] 比如像河肥工业大学呀
[01:24:14 - 01:24:16] 那你在这种学校的话你玩的就是汽车
[01:24:19 - 01:24:20] 那重型机械是不是机械呢
[01:24:21 - 01:24:22] 他也是机械
[01:24:22 - 01:24:25] 重型机械是不是机械他也是机械比如像三一重工
[01:24:26 - 01:24:27] 大家看到的挖掘机
[01:24:28 - 01:24:32] 我们修桥修路修地铁特别大型的机器那是不是机械那也是机械那叫
[01:24:33 - 01:24:37] 重型机械那有的小的机械呢就是重型机械比如像燕山大学
[01:24:38 - 01:24:40] 他原来叫做东北重型机械学
[01:24:40 - 01:24:42] 他的重型机械就很牛
[01:24:42 - 01:24:46] 那还有什么叫机械呢?拖拉机是不是机械?
[01:24:46 - 01:24:47] 农业机械是不是机械?
[01:24:47 - 01:24:49] 农业机械它也是机械
[01:24:49 - 01:24:51] 农业机械它也是机械
[01:24:51 - 01:24:51] 比如像
[01:24:53 - 01:24:55] 河南科技大学的机械就是农业机械
[01:24:55 - 01:24:58] 比如像各个农业大学的机械就是农业机械
[01:24:59 - 01:25:00] 对吧
[01:25:00 - 01:25:02] 那还有的机械是机器人
[01:25:02 - 01:25:03] 还有的机械是造船
[01:25:04 - 01:25:05] 一个机械专业
[01:25:05 - 01:25:07] 它分了这么多方向
[01:25:07 - 01:25:10] 不同学校它的方向是不一样的
[01:25:10 - 01:25:11] 你选的那个
[01:25:11 - 01:25:14] 是你想学的那个吗?
[01:25:14 - 01:25:17] 你明明想学汽车
[01:25:17 - 01:25:20] 后来学了拖拉机
[01:25:20 - 01:25:22] 你不觉得很奇怪吗?
[01:25:22 - 01:25:25] 那这个学校你该怎么去了解呢?
[01:25:25 - 01:25:28] 很成问题
[01:25:28 - 01:25:30] 很成问题
[01:25:30 - 01:25:31] 对吧?
[01:25:31 - 01:25:32] 所以说大家你对于这种东西
[01:25:32 - 01:25:33] 你会发现
[01:25:33 - 01:25:35] 志愿填爆的方法其实很简单
[01:25:35 - 01:25:36] 就是这么简单
[01:25:36 - 01:25:39] 我给你们讲的志愿填爆的方法
[01:25:39 - 01:25:40] 就是这么简单
[01:25:40 - 01:25:41] 男的是什么?
[01:25:41 - 01:25:43] 男的是如何抉择
[01:25:43 - 01:25:45] 男的是如何抉择
[01:25:45 - 01:25:49] 男的是如何在这个ABCDEF和XYZ里边做出最有选择
[01:25:50 - 01:25:52] 那你怎么做出最有选择呢?
[01:25:52 - 01:25:56] 那当然是跟着张老师听张老师的高好志愿填爆课啊
[01:25:56 - 01:25:57] 那你跟着我学啊
[01:25:57 - 01:25:58] 然后的话呢
[01:25:58 - 01:26:00] 你就可以把这个志愿填爆这方面给你学的
[01:26:00 - 01:26:02] 稍微稍微那么
[01:26:02 - 01:26:03] 说明那么明白一点
[01:26:03 - 01:26:05] 说明那么明白明白一点
[01:26:05 - 01:26:08] 然后我们跟B站的也是有课程方面的合作的
[01:26:08 - 01:26:10] 我在B站上有一个课程
[01:26:10 - 01:26:12] 专门是讲高好志愿情报的
[01:26:12 - 01:26:14] 专门是讲高好志愿情报的
[01:26:14 - 01:26:16] 给大家讲了很多高好志愿情报的大原则
[01:26:16 - 01:26:18] 给大家也讲了很多
[01:26:18 - 01:26:20] 各个专业你该怎么去选
[01:26:20 - 01:26:22] 我再给大家介绍一个专业的时候
[01:26:22 - 01:26:24] 我是这样介绍的
[01:26:24 - 01:26:26] 首先我会给大家告诉你这个专业
[01:26:26 - 01:26:28] 他是干嘛的
[01:26:28 - 01:26:30] 这个专业的专业介绍
[01:26:30 - 01:26:32] 这个专业的整体的专业介绍
[01:26:32 - 01:26:34] 其次这个专业未来的就业发展前景
[01:26:34 - 01:26:36] 就是你觉得这个专业毕业以后你大概能干嘛
[01:26:36 - 01:26:38] 你觉得做IP也会大致能干吗
[01:26:38 - 01:26:40] 第三学校推荐
[01:26:40 - 01:26:42] 那么哪些学校是干那个的
[01:26:42 - 01:26:44] 哪些学校是干另外一个事的
[01:26:44 - 01:26:46] 学校推荐我也会给你讲
[01:26:46 - 01:26:47] 第四个我会给你讲
[01:26:47 - 01:26:49] 如果说你觉得你高考考得不好
[01:26:49 - 01:26:50] 你要考研
[01:26:50 - 01:26:52] 这就体现出我是考研老师的优势了
[01:26:52 - 01:26:53] 那你这个专业
[01:26:53 - 01:26:56] 如果说你上大学以后你想考研的话
[01:26:56 - 01:26:58] 你上大学该做什么样的准备
[01:26:58 - 01:27:01] 你上大学什么专业课是最重要的
[01:27:01 - 01:27:02] 我也会给你讲第五个
[01:27:02 - 01:27:05] 我会给你一些上大学的一些建议
[01:27:05 - 01:27:09] 比如说有的专业是需要你在大学里边多做兼职
[01:27:09 - 01:27:11] 多去参加社会时间的
[01:27:11 - 01:27:14] 有的专业是需要你好好学习的
[01:27:14 - 01:27:16] 因为你这个专业就剩考研一条路了
[01:27:16 - 01:27:17] 不考研是不行的
[01:27:18 - 01:27:18] 知道吧
[01:27:18 - 01:27:19] 所以说的话
[01:27:19 - 01:27:20] 那什么样的专业
[01:27:20 - 01:27:21] 什么样的学校
[01:27:21 - 01:27:22] 它是干嘛地
[01:27:22 - 01:27:23] 然后你需不需要考研
[01:27:23 - 01:27:25] 如果你考应该怎么准备
[01:27:25 - 01:27:27] 我在整个课程体系里边都有
[01:27:27 - 01:27:28] 整个课程体里边都有
[01:27:28 - 01:27:31] 所以说大家到时候你可以跟着我们B站的课程
[01:27:31 - 01:27:32] 大家一起学就可以了
[01:27:32 - 01:27:34] 然后也希望以后我有更多的时间
[01:27:34 - 01:27:37] 给大家在b站上做更多的院校直播
[01:27:37 - 01:27:41] 其实我刚才特别像全面的给大家讲一下那些大学的历史
[01:27:41 - 01:27:45] 我们以后争取开一个这样的课程
[01:27:45 - 01:27:47] 就是说给大家讲各个省份
[01:27:47 - 01:27:47] 这个省份
[01:27:47 - 01:27:48] 我们一个省份
[01:27:48 - 01:27:49] 一个省份奖三十节课
[01:27:49 - 01:27:50] 一个省份
[01:27:50 - 01:27:51] 一个省份奖
[01:27:51 - 01:27:51] 这个省份
[01:27:51 - 01:27:52] 这个学校是怎么回事
[01:27:52 - 01:27:53] 一个省份
[01:27:53 - 01:27:54] 那个学校是怎么回事
[01:27:54 - 01:27:54] 给大家讲一讲
[01:27:54 - 01:27:56] 我觉得这个也应该挺好
[01:27:56 - 01:27:57] 也会帮助大家来了解
[01:27:57 - 01:27:58] 你们对这种课有兴趣吗
[01:27:59 - 01:28:01] 你们对这种课有兴趣吗
[01:28:01 - 01:28:02] 给你们分省份
[01:28:02 - 01:28:04] 这个省份这个时候怎么来的
[01:28:04 - 01:28:06] 那个省份那个学校怎么来的
[01:28:06 - 01:28:07] 然后的话
[01:28:07 - 01:28:10] 反正到时候到时候我们开这开张的课
[01:28:10 - 01:28:11] 然后的话呢
[01:28:11 - 01:28:13] 让大家了解学校嘛
[01:28:13 - 01:28:13] 对吧
[01:28:13 - 01:28:14] 让大家了解学校嘛
[01:28:14 - 01:28:15] 不要被带到坑里去
[01:28:15 - 01:28:18] 当然就是不像说直播直播的时候
[01:28:18 - 01:28:19] 你像这种东西
[01:28:19 - 01:28:21] 这种东西你说我在做直播的时候
[01:28:21 - 01:28:23] 咱们同时这么多人在现场观看
[01:28:23 - 01:28:23] 有没有人录屏
[01:28:23 - 01:28:24] 一定有人录屏
[01:28:24 - 01:28:26] 我跟你说一定有人录屏
[01:28:26 - 01:28:27] 那一定有录屏的话就导致有的话
[01:28:27 - 01:28:28] 我不敢跟你说
[01:28:29 - 01:28:30] 那有的时候呢
[01:28:30 - 01:28:31] 你花钱
[01:28:31 - 01:28:32] 那可能你买个课
[01:28:32 - 01:28:33] 那可能在买的课里边
[01:28:33 - 01:28:35] 我就先的稍微敢跟你说一说
[01:28:35 - 01:28:36] 能明白吧
[01:28:36 - 01:28:37] 然后
[01:28:38 - 01:28:39] 然后今天直播就这样
[01:28:39 - 01:28:40] 好不好
[01:28:40 - 01:28:41] 然后我已经讲了一个万分时了
[01:28:41 - 01:28:42] 我后边还有一节直播课
[01:28:42 - 01:28:43] 9点我还有一节直播课
[01:28:43 - 01:28:44] 我稍微休息一下喝点水
[01:28:45 - 01:28:47] 然后大家如果对我们高好转
[01:28:47 - 01:28:48] 调播课程感兴趣的话
[01:28:48 - 01:28:50] 别忘了在B站里边搜索
[01:28:50 - 01:28:52] 张雪芳老师的相关课程
[01:28:52 - 01:28:52] 好吗
[01:28:52 - 01:28:53] 然后争取我们以后多在B站
[01:28:53 - 01:28:55] 给你们做直播
[01:28:55 - 01:28:56] 我特别喜欢在B站直播
[01:28:56 - 01:28:57] 真的
[01:28:57 - 01:28:58] 超级喜欢在B站直播
[01:28:58 - 01:29:00] 感觉非常的好
[01:29:00 - 01:29:01] 感觉非常的好
[01:29:01 - 01:29:02] 好吧
[01:29:02 - 01:29:05] 然后我们以后希望在B站我们经常见面好不好
[01:29:05 - 01:29:07] 记得和就先这样好吧
[01:29:07 - 01:29:08] 下期可再见谢谢
